epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,1180.09,1.08344,0.48726,0.86153,0.90502,0.56697,0.56656,0.3395,1.39943,0.69781,0.96696,0.000575458,0.000575458,0.000575458
183,1186.6,1.10996,0.49424,0.87376,0.88723,0.57109,0.56672,0.3442,1.37088,0.69171,0.96593,0.000570743,0.000570743,0.000570743
184,1192.86,1.06734,0.48347,0.85982,0.89569,0.57133,0.5621,0.33977,1.39482,0.69759,0.9772,0.000566027,0.000566027,0.000566027
185,1200.53,1.07478,0.48569,0.86469,0.90361,0.55345,0.54209,0.32138,1.41397,0.70257,0.98074,0.000561311,0.000561311,0.000561311
186,1207,1.10692,0.49044,0.86197,0.89558,0.54391,0.52512,0.31324,1.40509,0.7108,0.98022,0.000556595,0.000556595,0.000556595
187,1212.7,1.06759,0.48446,0.86305,0.88752,0.56468,0.54738,0.33345,1.37468,0.70573,0.97662,0.00055188,0.00055188,0.00055188
188,1220.2,1.08111,0.48736,0.8624,0.89754,0.56836,0.5595,0.34375,1.35383,0.699,0.97201,0.000547164,0.000547164,0.000547164
189,1226.01,1.09361,0.49013,0.86784,0.90812,0.57179,0.56384,0.34323,1.34038,0.69091,0.96606,0.000542448,0.000542448,0.000542448
190,1232.88,1.04815,0.47705,0.85828,0.91076,0.56565,0.56344,0.34037,1.36441,0.69156,0.96699,0.000537733,0.000537733,0.000537733
191,1238.29,1.0697,0.48181,0.8647,0.91317,0.56579,0.56739,0.34068,1.41122,0.70237,0.97229,0.000533017,0.000533017,0.000533017
192,1244.76,1.09681,0.48362,0.86204,0.9151,0.57209,0.57441,0.34751,1.36785,0.69066,0.96637,0.000528301,0.000528301,0.000528301
193,1251.83,1.07081,0.48385,0.86997,0.90529,0.58445,0.58043,0.35121,1.32176,0.68156,0.96372,0.000523586,0.000523586,0.000523586
194,1257.75,1.10334,0.49209,0.86438,0.90341,0.5826,0.57939,0.34635,1.32228,0.68503,0.96676,0.00051887,0.00051887,0.00051887
195,1265.6,1.11317,0.48812,0.86407,0.88181,0.56957,0.55596,0.32905,1.3609,0.70081,0.97104,0.000514154,0.000514154,0.000514154
196,1271.65,1.07459,0.48791,0.86497,0.8776,0.55401,0.54026,0.32257,1.37775,0.70467,0.96889,0.000509438,0.000509438,0.000509438
197,1278.57,1.05453,0.47704,0.85744,0.87886,0.55612,0.54548,0.33024,1.39582,0.70605,0.96965,0.000504723,0.000504723,0.000504723
198,1283.69,1.08475,0.48778,0.86341,0.87464,0.57478,0.56082,0.33852,1.39683,0.70474,0.96966,0.000500007,0.000500007,0.000500007
199,1289.79,1.0731,0.48206,0.85985,0.8742,0.57834,0.56132,0.34252,1.41467,0.70237,0.97139,0.000495291,0.000495291,0.000495291
200,1296.95,1.06349,0.47595,0.85713,0.86934,0.58157,0.56492,0.34509,1.41385,0.69708,0.9714,0.000490576,0.000490576,0.000490576
201,1302.56,1.10923,0.49756,0.87085,0.88262,0.58424,0.57038,0.34724,1.38235,0.6911,0.96519,0.00048586,0.00048586,0.00048586
202,1309.9,1.10733,0.4866,0.86187,0.88017,0.58503,0.57036,0.34455,1.37049,0.69188,0.9658,0.000481144,0.000481144,0.000481144
203,1316.82,1.09719,0.4828,0.8612,0.87474,0.59262,0.57461,0.34077,1.38242,0.69006,0.97162,0.000476429,0.000476429,0.000476429
204,1323.69,1.081,0.48092,0.86518,0.87778,0.60268,0.58136,0.3401,1.40242,0.68932,0.97334,0.000471713,0.000471713,0.000471713
205,1332.36,1.05484,0.4811,0.85998,0.87609,0.5968,0.57949,0.34297,1.37506,0.68208,0.96523,0.000466997,0.000466997,0.000466997
206,1338.62,1.06136,0.47878,0.85878,0.88708,0.58907,0.56848,0.34342,1.3498,0.67653,0.9659,0.000462281,0.000462281,0.000462281
207,1347.6,1.05373,0.47837,0.86241,0.89911,0.58637,0.57182,0.34717,1.34982,0.67666,0.96973,0.000457566,0.000457566,0.000457566
208,1354.26,1.09652,0.49458,0.86893,0.9011,0.58844,0.57678,0.34636,1.34156,0.67693,0.96812,0.00045285,0.00045285,0.00045285
209,1360.19,1.07511,0.47618,0.8538,0.90778,0.58964,0.57842,0.34887,1.3399,0.68214,0.9687,0.000448134,0.000448134,0.000448134
210,1365.73,1.06455,0.47972,0.86474,0.90447,0.58823,0.57648,0.34611,1.34098,0.69269,0.96738,0.000443419,0.000443419,0.000443419
211,1372.62,1.0846,0.47305,0.85155,0.91259,0.58146,0.57688,0.35495,1.32311,0.69366,0.95723,0.000438703,0.000438703,0.000438703
212,1378.7,1.05997,0.47293,0.85727,0.9186,0.57848,0.57387,0.35398,1.31948,0.69041,0.95511,0.000433987,0.000433987,0.000433987
213,1386.5,1.06301,0.47306,0.85904,0.9298,0.57958,0.58011,0.36049,1.32776,0.68986,0.95563,0.000429272,0.000429272,0.000429272
214,1392.42,1.073,0.47944,0.85523,0.90547,0.58917,0.58576,0.3636,1.35062,0.69063,0.95915,0.000424556,0.000424556,0.000424556
215,1398.97,1.06939,0.48014,0.86049,0.90016,0.59432,0.58929,0.36611,1.3689,0.69865,0.96493,0.00041984,0.00041984,0.00041984
216,1405.32,1.06606,0.48163,0.85834,0.89963,0.59692,0.58915,0.36666,1.34809,0.69439,0.96327,0.000415124,0.000415124,0.000415124
217,1411.22,1.05046,0.47597,0.85274,0.89577,0.59177,0.58469,0.366,1.33551,0.68496,0.96202,0.000410409,0.000410409,0.000410409
218,1422.99,1.0387,0.46749,0.85392,0.89945,0.57365,0.57016,0.35085,1.3393,0.68625,0.96253,0.000405693,0.000405693,0.000405693
219,1429.92,1.05523,0.47023,0.85624,0.89605,0.54788,0.54168,0.32186,1.36016,0.69947,0.96346,0.000400977,0.000400977,0.000400977
220,1435.68,1.05446,0.47731,0.85358,0.90413,0.55479,0.54845,0.3269,1.33727,0.68911,0.96103,0.000396262,0.000396262,0.000396262
221,1441.67,1.03106,0.46814,0.85335,0.91568,0.58555,0.57323,0.34101,1.33585,0.68482,0.96176,0.000391546,0.000391546,0.000391546
222,1448.53,1.03703,0.46514,0.85096,0.91005,0.5949,0.58593,0.34823,1.35887,0.68553,0.9631,0.00038683,0.00038683,0.00038683
223,1454.29,1.0414,0.46805,0.85547,0.90822,0.58695,0.57706,0.35046,1.37026,0.68694,0.96311,0.000382115,0.000382115,0.000382115
224,1461.32,1.03103,0.46628,0.84742,0.90493,0.57429,0.56249,0.34562,1.35282,0.68465,0.96262,0.000377399,0.000377399,0.000377399
225,1467.02,1.04499,0.47396,0.85728,0.89933,0.5588,0.54832,0.33333,1.35072,0.68959,0.96728,0.000372683,0.000372683,0.000372683
226,1473.02,1.00947,0.46071,0.85061,0.89253,0.54803,0.53176,0.32263,1.37771,0.69756,0.97582,0.000367967,0.000367967,0.000367967
227,1479.87,1.01045,0.46897,0.85187,0.90584,0.56865,0.55446,0.33332,1.38077,0.69257,0.97226,0.000363252,0.000363252,0.000363252
228,1485.57,1.01414,0.46195,0.85376,0.89401,0.59607,0.58034,0.35243,1.34059,0.67823,0.96053,0.000358536,0.000358536,0.000358536
229,1492.11,1.00505,0.45874,0.84815,0.89574,0.61005,0.59785,0.36736,1.32863,0.67329,0.95582,0.00035382,0.00035382,0.00035382
230,1499.38,1.00973,0.45847,0.85203,0.89339,0.60509,0.5922,0.36643,1.33378,0.67742,0.95515,0.000349105,0.000349105,0.000349105
231,1506.22,1.04369,0.46517,0.85245,0.92051,0.58745,0.58296,0.36332,1.33829,0.67885,0.95406,0.000344389,0.000344389,0.000344389
232,1512.87,1.01423,0.45918,0.84849,0.92988,0.58569,0.58301,0.36616,1.32154,0.6768,0.95224,0.000339673,0.000339673,0.000339673
233,1519.49,1.02752,0.46864,0.85992,0.91481,0.60434,0.59523,0.37235,1.31284,0.67229,0.9495,0.000334958,0.000334958,0.000334958
234,1527.23,1.04987,0.47212,0.85543,0.91991,0.60277,0.59357,0.36608,1.32482,0.66759,0.94907,0.000330242,0.000330242,0.000330242
235,1533.37,1.04961,0.46714,0.85366,0.90457,0.60155,0.58901,0.35458,1.34061,0.66633,0.94944,0.000325526,0.000325526,0.000325526
236,1543.32,1.01766,0.46403,0.85001,0.91013,0.59653,0.58819,0.35873,1.32736,0.66401,0.95118,0.00032081,0.00032081,0.00032081
237,1549.47,1.00623,0.45593,0.85092,0.92049,0.59023,0.58507,0.3657,1.31032,0.66429,0.95135,0.000316095,0.000316095,0.000316095
238,1557.75,1.01081,0.46338,0.85152,0.91458,0.58557,0.57888,0.36422,1.30669,0.66342,0.95348,0.000311379,0.000311379,0.000311379
239,1564.23,1.00106,0.45806,0.84862,0.91885,0.58332,0.58286,0.36366,1.30799,0.65902,0.95423,0.000306663,0.000306663,0.000306663
240,1570.97,1.01001,0.45451,0.84511,0.90813,0.59133,0.58088,0.36129,1.32422,0.65559,0.95508,0.000301948,0.000301948,0.000301948
241,1576.87,0.98783,0.45557,0.84696,0.89821,0.59675,0.58343,0.35761,1.33468,0.65283,0.95513,0.000297232,0.000297232,0.000297232
242,1583.69,1.00088,0.45688,0.84709,0.90262,0.59661,0.58516,0.35897,1.34367,0.65429,0.95419,0.000292516,0.000292516,0.000292516
243,1589.57,1.00681,0.45567,0.84913,0.88908,0.58914,0.57287,0.34978,1.34524,0.66352,0.95678,0.000287801,0.000287801,0.000287801
244,1596.3,1.00766,0.45425,0.84586,0.88505,0.57962,0.56231,0.34234,1.33452,0.66563,0.95749,0.000283085,0.000283085,0.000283085
245,1604.28,0.99456,0.45707,0.84581,0.88632,0.58201,0.5651,0.34205,1.31984,0.6687,0.95615,0.000278369,0.000278369,0.000278369
246,1610.37,0.99027,0.45357,0.84646,0.89677,0.58459,0.57517,0.34841,1.30825,0.66763,0.95522,0.000273654,0.000273654,0.000273654
247,1617.21,1.00136,0.45525,0.84689,0.88708,0.60758,0.59176,0.35932,1.30889,0.66324,0.9549,0.000268938,0.000268938,0.000268938
248,1622.51,0.97448,0.44817,0.8445,0.8886,0.60516,0.59337,0.36241,1.32391,0.66288,0.95714,0.000264222,0.000264222,0.000264222
249,1629.19,0.98081,0.4491,0.8438,0.88303,0.60875,0.59566,0.36248,1.33166,0.66241,0.95804,0.000259506,0.000259506,0.000259506
250,1635.24,1.01516,0.45625,0.84849,0.88123,0.60363,0.59318,0.3574,1.32646,0.6617,0.95824,0.000254791,0.000254791,0.000254791
251,1643.19,0.9926,0.44878,0.84222,0.89401,0.59974,0.58778,0.35306,1.32749,0.66488,0.95796,0.000250075,0.000250075,0.000250075
252,1649.26,0.98587,0.45304,0.84593,0.8896,0.60072,0.58797,0.35269,1.34722,0.66699,0.96021,0.000245359,0.000245359,0.000245359
253,1655.15,1.00865,0.45736,0.84512,0.90571,0.59821,0.59425,0.35471,1.36433,0.67121,0.96456,0.000240644,0.000240644,0.000240644
254,1664.3,1.00454,0.4549,0.8454,0.90627,0.60104,0.59217,0.35779,1.36366,0.66937,0.96624,0.000235928,0.000235928,0.000235928
255,1670.47,0.99328,0.45566,0.84803,0.90947,0.59717,0.58818,0.35583,1.35802,0.66624,0.96622,0.000231212,0.000231212,0.000231212
256,1678.25,0.9942,0.45446,0.85003,0.91119,0.59375,0.5826,0.35601,1.3585,0.66422,0.96747,0.000226497,0.000226497,0.000226497
257,1683.79,0.98834,0.45071,0.8473,0.90557,0.59386,0.58272,0.35524,1.3611,0.66544,0.96446,0.000221781,0.000221781,0.000221781
258,1691.38,0.97618,0.44843,0.84648,0.90455,0.59601,0.583,0.35391,1.36099,0.66618,0.96103,0.000217065,0.000217065,0.000217065
259,1698.57,0.96019,0.4469,0.84598,0.90229,0.59177,0.57601,0.35523,1.32545,0.65801,0.95555,0.000212349,0.000212349,0.000212349
260,1705.23,0.99508,0.45125,0.84803,0.90236,0.58768,0.5762,0.35798,1.32298,0.6585,0.95489,0.000207634,0.000207634,0.000207634
261,1714.29,0.96823,0.44651,0.8425,0.90247,0.59137,0.58214,0.35968,1.32855,0.66039,0.95512,0.000202918,0.000202918,0.000202918
262,1720.87,0.9821,0.44775,0.84719,0.90582,0.59198,0.58287,0.35993,1.33947,0.65886,0.95682,0.000198202,0.000198202,0.000198202
263,1727.06,0.98756,0.4464,0.84714,0.88929,0.59658,0.57987,0.35978,1.34233,0.66099,0.95659,0.000193487,0.000193487,0.000193487
264,1733.77,0.96502,0.4509,0.84989,0.89573,0.59871,0.58408,0.35991,1.33796,0.66108,0.95635,0.000188771,0.000188771,0.000188771
265,1740.59,0.99148,0.45212,0.84835,0.89302,0.59743,0.58074,0.35437,1.33435,0.66295,0.95606,0.000184055,0.000184055,0.000184055
266,1746.4,1.00975,0.45799,0.85097,0.89894,0.59464,0.58176,0.3543,1.33738,0.66706,0.9566,0.00017934,0.00017934,0.00017934
267,1753.9,0.99196,0.45257,0.84423,0.9039,0.59059,0.5825,0.35389,1.35033,0.67487,0.96101,0.000174624,0.000174624,0.000174624
268,1759.43,0.98465,0.45209,0.84673,0.90806,0.58889,0.5818,0.35174,1.35052,0.67715,0.96227,0.000169908,0.000169908,0.000169908
269,1765.61,0.98267,0.44331,0.84113,0.88195,0.59752,0.58148,0.35049,1.35214,0.67853,0.96314,0.000165192,0.000165192,0.000165192
270,1772.07,0.98728,0.45373,0.84702,0.88079,0.60379,0.58533,0.35676,1.33982,0.67252,0.96127,0.000160477,0.000160477,0.000160477
271,1779.92,1.00825,0.45065,0.84609,0.88635,0.60532,0.58391,0.35852,1.31785,0.66928,0.95816,0.000155761,0.000155761,0.000155761
272,1786.74,0.96817,0.4434,0.84691,0.89455,0.60433,0.58571,0.36019,1.31228,0.66766,0.9569,0.000151045,0.000151045,0.000151045
273,1792.61,0.97604,0.4493,0.84575,0.90631,0.60319,0.58755,0.36288,1.31281,0.66853,0.95579,0.00014633,0.00014633,0.00014633
274,1800,0.94914,0.43982,0.84444,0.91271,0.60305,0.59042,0.36244,1.32973,0.66844,0.95691,0.000141614,0.000141614,0.000141614
275,1805.9,0.97308,0.44492,0.84161,0.90244,0.60609,0.59658,0.36644,1.34049,0.66614,0.95709,0.000136898,0.000136898,0.000136898
276,1811.78,0.98499,0.44289,0.84501,0.90508,0.60282,0.59663,0.36814,1.32743,0.66137,0.95476,0.000132183,0.000132183,0.000132183
277,1818.41,0.96219,0.43807,0.84149,0.91921,0.58953,0.59166,0.36485,1.31371,0.65802,0.95217,0.000127467,0.000127467,0.000127467
278,1824.26,0.96461,0.4412,0.84351,0.91498,0.59411,0.59672,0.36897,1.31022,0.65771,0.95211,0.000122751,0.000122751,0.000122751
279,1831.35,0.94862,0.43387,0.84025,0.90269,0.59782,0.59228,0.3681,1.31266,0.65805,0.95345,0.000118035,0.000118035,0.000118035
280,1840.1,0.969,0.44129,0.84338,0.89932,0.59839,0.59054,0.36763,1.32112,0.66008,0.95575,0.00011332,0.00011332,0.00011332
281,1847.11,0.94822,0.43871,0.8453,0.89972,0.60788,0.60212,0.37184,1.32749,0.66279,0.9563,0.000108604,0.000108604,0.000108604
282,1852.92,0.95765,0.43881,0.84328,0.89634,0.60498,0.59604,0.37237,1.33061,0.66235,0.95767,0.000103888,0.000103888,0.000103888
283,1863.81,0.97212,0.44412,0.8443,0.89859,0.60614,0.5961,0.3736,1.319,0.65776,0.95553,9.91726e-05,9.91726e-05,9.91726e-05
284,1870.41,0.94277,0.43906,0.83663,0.89702,0.60565,0.59916,0.37773,1.31923,0.65952,0.95578,9.44569e-05,9.44569e-05,9.44569e-05
285,1877.42,0.93379,0.43276,0.83634,0.88947,0.60617,0.59917,0.37479,1.32262,0.66066,0.95586,8.97412e-05,8.97412e-05,8.97412e-05
286,1883.55,0.96021,0.43977,0.84204,0.88687,0.60662,0.5965,0.37438,1.32632,0.66112,0.9556,8.50255e-05,8.50255e-05,8.50255e-05
287,1890.9,0.96447,0.43903,0.83841,0.89975,0.60269,0.59721,0.3722,1.32857,0.66356,0.95564,8.03098e-05,8.03098e-05,8.03098e-05
288,1896.56,0.94957,0.44059,0.84371,0.89756,0.5944,0.59084,0.36769,1.33054,0.66507,0.95572,7.55941e-05,7.55941e-05,7.55941e-05
289,1908.41,0.95589,0.4391,0.83924,0.88459,0.5947,0.58802,0.3651,1.33189,0.66396,0.9556,7.08784e-05,7.08784e-05,7.08784e-05
290,1914.5,0.97422,0.45162,0.84369,0.89788,0.59708,0.58797,0.36251,1.33017,0.66252,0.95463,6.61627e-05,6.61627e-05,6.61627e-05
291,1934.5,0.96038,0.4378,0.84234,0.8928,0.59301,0.59095,0.36027,1.33319,0.66565,0.95563,6.1447e-05,6.1447e-05,6.1447e-05
292,1942.19,0.96264,0.44043,0.84135,0.8885,0.5962,0.58315,0.35704,1.33151,0.6655,0.95583,5.67313e-05,5.67313e-05,5.67313e-05
293,1950.01,0.9322,0.43443,0.84457,0.89008,0.59584,0.58692,0.36223,1.32944,0.66509,0.95613,5.20156e-05,5.20156e-05,5.20156e-05
294,1957.17,0.93199,0.43351,0.83576,0.88629,0.59632,0.58703,0.36397,1.32594,0.66318,0.95573,4.72999e-05,4.72999e-05,4.72999e-05
295,1963.22,0.96262,0.43677,0.83932,0.88744,0.59265,0.58207,0.36282,1.32254,0.66197,0.95532,4.25842e-05,4.25842e-05,4.25842e-05
296,1969.76,0.94953,0.44243,0.84299,0.89033,0.59766,0.58572,0.36487,1.32219,0.66407,0.95557,3.78685e-05,3.78685e-05,3.78685e-05
297,1975.61,0.94952,0.43944,0.84279,0.88646,0.5977,0.58581,0.36225,1.32174,0.66499,0.95509,3.31528e-05,3.31528e-05,3.31528e-05
298,1982.82,0.95647,0.43835,0.84327,0.88529,0.59807,0.58613,0.36282,1.31995,0.66483,0.95441,2.84371e-05,2.84371e-05,2.84371e-05
299,1988.43,0.94059,0.43382,0.84046,0.88522,0.59404,0.58508,0.36157,1.32339,0.66585,0.95554,2.37214e-05,2.37214e-05,2.37214e-05
300,1998.92,0.93436,0.43655,0.83945,0.88678,0.5949,0.58445,0.36095,1.32542,0.66556,0.95545,1.90057e-05,1.90057e-05,1.90057e-05
